ingredient_code,standard_name_kr,standard_name_en,alias_kr,alias_en
성분사전 표준화명칭목록,,,,
2026.06.30 기준,,,,
12733,감자껍질추출물,Solanum Tuberosum (Potato) Peel Extract,,
12734,솔베스-20,Sorbeth-20,,
12735,솔베스-20펜타아이소스테아레이트,Sorbeth-20 Pentaisostearate,,
12736,솔베스-20테트라아이소스테아레이트,Sorbeth-20 Tetraisostearate,,
12737,솔베스-30테트라올리에이트라우레이트,Sorbeth-30 Tetraoleate Laurate,,
12738,솔베스-40,Sorbeth-40,,
12739,솔베스-40헥사올리에이트,Sorbeth-40 Hexaoleate,,
12740,솔베스-40펜타아이소스테아레이트,Sorbeth-40 Pentaisostearate,,
12741,솔베스-40펜타올리에이트,Sorbeth-40 Pentaoleate,,
12742,슬베스-40테트라아이소스테아레이트,Sorbeth-40 Tetraisostearate,,
12743,솔베스-50헥사올리에이트,Sorbeth-50 Hexaoleate,,
12744,솔베스-50펜타아이소스테아레이트,Sorbeth-50 Pentaisostearate,,
12745,솔베스-50테트라아이소스테아레이트,Sorbeth-50 Tetraisostearate,,
12746,솔베스-6,Sorbeth-6,,
12747,솔베스-8비즈왁스,Sorbeth-8 Beeswax,,
12748,다이하이드록시에틸탈로우아민에이치씨엘,Dihydroxyethyl Tallowamine HCl,,
12749,다이하이드록시에틸탈로우아민올리에이트,Dihydroxyethyl Tallowamine Oleate,,
12750,다이하이드록시에틸탈로우아민옥사이드,Dihydroxyethyl Tallowamine Oxide,,
12751,다이하이드록시에틸탈로우아민/아이피디아이코폴리머,Dihydroxyethyl Tallowamine/IPDI Copolymer,,
12752,다이하이드록시에틸아미노하이드록시프로필올리에이트,Dihydroxyethylamino Hydroxypropyl Oleate,,
12753,다이아이오도메틸톨릴설폰,Diiodomethyltolylsulfone,,
12754,다이아이소부틸옥살레이트,Diisobutyl Oxalate,,
12755,다이아이소세틸아디페이트,Diisocetyl Adipate,,
12756,다이아이소노닐아디페이트,Diisononyl Adipate,,
12757,다이아이소프로필에틸신나메이트,Diisopropyl Ethyl Cinnamate,,
12758,다이아이소스테아라미도프로필에폭시프로필모늄클로라이드,Diisostearamidopropyl Epoxypropylmonium Chloride,,
12759,다이아이소스테아릴글루타레이트,Diisostearyl Glutarate,,
12760,다이라우레스-4다이모늄클로라이드,Dilaureth-4 Dimonium Chloride,,
12761,다이라우레스-7시트레이트,Dilaureth-7 Citrate,,
12762,다이라우로일트라이메틸올프로판실록시실리케이트,Dilauroyl Trimethylolpropane Siloxy Silicate,,
12763,다이리놀레아미도프로필다이메틸아민,Dilinoleamidopropyl Dimethylamine,,
12764,다이리놀레일알코올/아이피디아이코폴리머,Dilinoleyl Alcohol/IPDI Copolymer,,
12765,다이리튬옥살레이트,Dilithium Oxalate,,
12766,메틸다이하이드로아비에테이트,Methyl Dihydroabietate,,
12767,메틸에틸셀룰로오스,Methyl Ethylcellulose,,
12768,메틸글루코오스아이소스테아레이트,Methyl Glucose Isostearate,,
12769,메틸글루코오스라우레이트,Methyl Glucose Laurate,,
12770,메틸글루코오스세스퀴코코에이트,Methyl Glucose Sesquicocoate,,
12771,메틸글루코오스세스퀴라우레이트,Methyl Glucose Sesquilaurate,,
12772,메틸글루타믹애씨드,Methyl Glutamic Acid,,
12773,메틸헥실에터,Methyl Hexyl Ether,,
12774,메틸하이드록시세틸글루카미늄락테이트,Methyl Hydroxycetyl Glucaminium Lactate,,
12775,메틸하이드록시메틸올레일옥사졸린,Methyl Hydroxymethyl Oleyl Oxazoline,,
12776,메틸락틱애씨드,Methyl Lactic Acid,,
12777,메틸라우레이트,Methyl Laurate,,
12778,메틸리놀리에이트,Methyl Linoleate,,
12779,메틸모폴린옥사이드,Methyl Morpholine Oxide,,
12780,메틸올리에이트,Methyl Oleate,,
12781,알루미늄지르코늄테트라클로로하이드렉스피이지,Aluminum Zirconium Tetrachlorohydrex PEG,,
12782,알루미늄지르코늄테트라클로로하이드렉스피지,Aluminum Zirconium Tetrachlorohydrex PG,,
12783,아미노에틸설페이트,Aminoethyl Sulfate,,
12784,아미노에틸아크릴레이트포스페이트/아크릴레이트코폴리머,Aminoethylacrylate Phosphate/Acrylates Copolymer,,
12785,아미노필린,Aminophylline,,
12786,아미노트라이아진펜탄카복사마이드미파,Aminotriazine Pentane Carboxamide MIPA,,
12787,아미노트라이메틸렌포스포닉애씨드,Aminotrimethylene Phosphonic Acid,,
12788,암모늄아크릴레이트/아크릴로나이트로젠코폴리머,Ammonium Acrylates/Acrylonitrogens Copolymer,,
12789,암모늄아크릴로일다이메틸타우레이트/비닐폼아마이드코폴리머,Ammonium Acryloyldimethyltaurate/Vinyl FormamideCopolymer,,
12790,암모늄알지네이트,Ammonium Alginate,,
12791,암모늄카프릴레스설페이트,Ammonium Capryleth Sulfate,,
12792,암모늄카바메이트,Ammonium Carbamate,,
12793,암모늄카세이네이트,Ammonium Caseinate,,
12794,암모늄코코모노글리세라이드설페이트,Ammonium Cocomonoglyceride Sulfate,,
12795,암모늄코코-설페이트,Ammonium Coco-Sulfate,,
12796,암모늄쿠멘설포네이트,Ammonium Cumenesulfonate,,
12797,암모늄다이노닐설포석시네이트,Ammonium Dinonyl Sulfosuccinate,,
12798,암모늄도데실벤젠설포네이트,Ammonium Dodecylbenzenesulfonate,,
12799,암모늄아이오다이드,Ammonium Iodide,,
12800,암모늄아이소스테아레이트,Ammonium Isostearate,,
12801,암모늄라우레스-5설페이트,Ammonium Laureth-5 Sulfate,,
12802,암모늄라우레스-6카복실레이트,Ammonium Laureth-6 Carboxylate,,
12803,암모늄라우레스-8카복실레이트,Ammonium Laureth-8 Carboxylate,,
12804,암모늄라우레스-9설페이트,Ammonium Laureth-9 Sulfate,,
12805,암모늄미리스틸설페이트,Ammonium Myristyl Sulfate,,
12806,암모늄나이트레이트,Ammonium Nitrate,,
12807,암모늄팜커넬설페이트,Ammonium Palm Kernel Sulfate,,
12808,솔비탄다이아이소스테아레이트,Sorbitan Diisostearate,,
12809,솔비탄지방산에스터,Sorbitan Fatty Acid Ester,,
12810,솔비탄운데실레네이트,Sorbitan Undecylenate,,
12811,솔비틸아세테이트,Sorbityl Acetate,,
12812,솔비틸실레인다이올,Sorbityl Silanediol,,
12813,소이다이하이드록시프로필다이모늄글루코사이드,Soy Dihydroxypropyldimonium Glucoside,,
12814,소이하이드록시에틸이미다졸린,Soy Hydroxyethyl Imidazoline,,
12815,소이아미도에틸다이모늄/트라이모늄하이드록시프로필하이드롤라일즈드밀단백질,Soyamidoethyldimonium/Trimonium HydroxypropylHydrolyzed Wheat Protein,,
12816,소이아미도프로필다이메틸아민,Soyamidopropyl Dimethylamine,,
12817,소이아민,Soyamine,,
12818,소이에틸다이모늄에토설페이트,Soyethyldimonium Ethosulfate,,
12819,스퍼미딘에이치씨엘,Spermidine HCL,,
12820,비장하이드롤리세이트,Spleen Hydrolysate,,
12821,스태노우스플루오라이드,Stannous Fluoride,,
12822,스테아라마이드디이에이-다이스테아레이트,Stearamide DEA-Distearate,,
12823,스테아라마이드미파,Stearamide MIPA,,
12824,스테아라미도다이하이드록시아이소부틸스테아레이트,Stearamidodihydroxyisobutyl Stearate,,
12825,스테아라미도에틸다이에틸아민포스페이트,Stearamidoethyl Diethylamine Phosphate,,
12826,스테아라미도프로필세테아릴다이모늄토실레이트,Stearamidopropyl Cetearyl Dimonium Tosylate,,
12827,스테아라미도프로필다이메틸아민스테아레이트,Stearamidopropyl Dimethylamine Stearate,,
12828,스테아라미도프로필에틸다이모늄에토설페이트,Stearamidopropyl Ethyldimonium Ethosulfate,,
12829,스테아라미도프로필모폴린,Stearamidopropyl Morpholine,,
12830,스테아라미도프로필트라이모늄메토설페이트,Stearamidopropyl Trimonium Methosulfate,,
12831,스테아라미도프로필아민옥사이드,Stearamidopropylamine Oxide,,
12832,스테아다이모늄하이드록시프로필하이드롤라이즈드카세인,Steardimonium Hydroxypropyl Hydrolyzed Casein,,
12833,스테아다이모늄하이드록시프로필하이드롤라이즈드호호바단백질,Steardimonium Hydroxypropyl Hydrolyzed Jojoba Protein,,
12834,다이메티콘올코쿰버터레이트,Dimethiconol Kokum Butterate,,
12835,다이메티콘올모화버터레이트,Dimethiconol Mohwa Butterate,,
12836,다이메티콘올살버터레이트,Dimethiconol Sal Butterate,,
12837,다이-메톡시신나미도프로필에틸다이모늄클로라이드에터,Di-Methoxycinnamidopropyl Ethyldimonium ChlorideEther,,
12838,다이메틸아스파틱애씨드,Dimethyl Aspartic Acid,,
12839,다이메틸브라실레이트,Dimethyl Brassylate,,
12840,다이메틸시스티네이트,Dimethyl Cystinate,,
12841,다이메틸데카다이엔알,Dimethyl Decadienal,,
12842,다이메틸다이카프로일시스티네이트,Dimethyl Dicaproyl Cystinate,,
12843,다이메틸글루타믹애씨드,Dimethyl Glutamic Acid,,
12844,다이메틸헥사하이드로나프틸다이하이드록시메틸아세탈,Dimethyl Hexahydronaphthyl Dihydroxymethyl Acetal,,
12845,다이메틸하이드로제네이티드탈로우아민,Dimethyl Hydrogenated Tallowamine,,
12846,다이메틸하이드록시메틸피라졸,Dimethyl Hydroxymethyl Pyrazole,,
12847,다이메틸이미다졸리디논,Dimethyl Imidazolidinone,다이메틸이미다졸리다이논,
12848,메틸팔메이트,Methyl Palmate,,
12849,메틸선플라워씨데이트,Methyl Sunflowerseedate,,
12850,메틸티오글라이콜레이트,Methyl Thioglycolate,,
12851,메틸트립토파네이트에이치씨엘,Methyl Tryptophanate HCl,,
12852,메틸벤질아세테이트,Methylbenzyl Acetate,,
12853,메틸부텐/피페릴렌코폴리머,Methylbutene/Piperylene Copolymer,,
12854,메틸부텐,Methylbutenes,,
12855,메틸부틸페닐데실옥시벤조에이트,Methylbutylphenyl Decyloxybenzoate,,
12856,메틸부틸페닐도데실옥시벤조에이트,Methylbutylphenyl Dodecyloxybenzoate,,
12857,메틸부틸페닐헵틸바이페닐카복실레이트,Methylbutylphenyl Heptylbiphenylcarboxylate,,
12858,메틸부틸페닐헥실옥시벤조에이트,Methylbutylphenyl Hexyloxybenzoate,,
12859,메틸부틸페닐옥틸옥시벤조에이트,Methylbutylphenyl Octyloxybenzoate,,
12860,메틸부틸페닐펜틸벤조에이트,Methylbutylphenyl Pentylbenzoate,,
12861,메틸부틸페닐프로필벤조에이트,Methylbutylphenyl Propylbenzoate,,
12862,메틸사이클로헥세닐부탄올,Methylcyclohexenyl Butanol,,
12863,암모늄페놀설포네이트,Ammonium Phenolsulfonate,,
12864,암모늄톨레이트,Ammonium Tallate,,
12865,암모늄티오시아네이트,Ammonium Thiocyanate,,
12866,암모늄브이에이/아크릴레이트코폴리머,Ammonium VA/Acrylates Copolymer,,
12867,에이엠피디-아크릴레이트/다이아세톤아크릴아마이드코폴리머,AMPD-Acrylates/Diacetoneacrylamide Copolymer,,
12868,에이엠피-아이소스테아로일젤라틴/케라틴아미노산/라이신하이드록시프로필트라이모늄클로라이드,AMP-Isostearoyl Gelatin/Keratin Amino Acids/LysineHydroxypropyltrimonium Chloride,,
12869,불록하트즙,Annona Reticulata (Custard Apple) Juice,,
12870,앤서린,Anserine,,
12871,아프리코트아미도프로필에틸다이모늄에토설페이트,Apricotamidopropyl Ethyldimonium Ethosulfate,,
12872,아라키딜에루케이트,Arachidyl Erucate,,
12873,아라키딜글라이콜,Arachidyl Glycol,,
12874,아라키딜글라이콜아이소스테아레이트,Arachidyl Glycol Isostearate,,
12875,커먼버독뿌리추출물,Arctium Minus Root Extract,,
12876,알지닌바이카보네이트,Arginine Bicarbonate,,
12877,알지닌디엔에이,Arginine DNA,,
12878,샐비어,Artemisia Tridentata,,
12879,아보카다미도프로팔코늄클로라이드,Avocadamidopropalkonium Chloride,,
12880,아보카다미도프로필다이메틸아민,Avocadamidopropyl Dimethylamine,,
12881,바바수아마이드디이에이,Babassuamide DEA,,
12882,바바수아마이드엠이에이,Babassuamide MEA,,
12883,바바수아미도프로필다이메틸아민,Babassuamidopropyl Dimethylamine,,
12884,바바수아미도프로필아민옥사이드,Babassuamidopropylamine Oxide,,
12885,바바수아미도프로필트라이모늄클로라이드,Babassuamidopropyltrimonium Chloride,,
12886,와일드인디고뿌리,Baptisia Tinctoria Root,,
12887,인도버터트리씨버터,Bassia Butyracea Seed Butter,,
12888,스테아다이모늄하이드록시프로필하이드롤라이즈드쌀단백질,Steardimonium Hydroxypropyl Hydrolyzed Rice Protein,,
12889,스테아다이모늄하이드록시프로필하이드롤라이즈드식물성단백질,Steardimonium Hydroxypropyl Hydrolyzed VegetableProtein,,
12890,스테아레스-14,Steareth-14,,
12891,스테아레스-27,Steareth-27,,
12892,스테아레스-3포스페이트,Steareth-3 Phosphate,,
12893,스테아레스-80,Steareth-80,,
12894,스테아로일다이하이드록시아이소부틸아마이드스테아레이트,Stearoyl Dihydroxy Isobutylamide Stearate,,
12895,스테아로일류신,Stearoyl Leucine,,
12896,스테아릴아세틸글루타메이트,Stearyl Acetyl Glutamate,,
12897,스테아릴에루카마이드,Stearyl Erucamide,,
12898,스테아릴글라이콜아이소스테아레이트,Stearyl Glycol Isostearate,,
12899,스테아릴하이드록시에틸이미다졸린,Stearyl Hydroxyethyl Imidazoline,,
12900,스테아릴하이드록시에틸이미도늄클로라이드,Stearyl Hydroxyethylimidonium Chloride,,
12901,스테아릴리놀리에이트,Stearyl Linoleate,,
12902,스테아릴비닐에터/엠에이코폴리머,Stearylvinyl Ether/MA Copolymer,,
12903,퀸스딜라이트뿌리,Stillingia Sylvatica Root,,
12904,바르바티마오나무껍질추출물,Stryphnodendron Adstringens Bark Extract,,
12905,스타이렌/메타크릴아마이드/아크릴레이트코폴리머,Styrene/Methacrylamide/Acrylates Copolymer,,
12906,수크로오스벤조에이트/수크로오스아세테이트아이소부티레이트코폴리머,Sucrose Benzoate/Sucrose Acetate Isobutyrate Copolymer,,
12907,수크로오스벤조에이트/수크로오스아세테이트아이소부티레이트/부틸벤질프탈레이트코폴리머,Sucrose Benzoate/Sucrose Acetate Isobutyrate/ButylBenzyl Phthalate Copolymer,,
12908,수크로오스옥타아세테이트,Sucrose Octaacetate,,
12909,수크로오스리시놀리에이트,Sucrose Ricinoleate,,
12910,설페이티드땅콩오일,Sulfated Peanut Oil,,
12911,썬플라워씨드아미도프로필다이메틸아민,Sunflowerseedamidopropyl Dimethylamine,,
12912,썬플라워씨드아미도프로필다이메틸아민말레이트,Sunflowerseedamidopropyl Dimethylamine Malate,,
12913,썬플라워씨드아미도프로필에틸다이모늄에토설페이트,Sunflowerseedamidopropyl Ethyldimonium Ethosulfate,,
12914,썬플라워씨드아미도프로필하이드록시에틸다이모늄클로라이드,Sunflowerseedamidopropyl HydroxyethyldimoniumChloride,,
12915,썬플라워씨드아미도프로필모폴린락테이트,Sunflowerseedamidopropyl Morpholine Lactate,,
12916,티에이이디,TAED,,
12917,톨오일벤질하이드록시에틸이미다졸리늄클로라이드,Tall Oil Benzyl Hydroxyethyl Imidazolinium Chloride,,
12918,톨오일하이드록시에틸이미다졸린,Tall Oil Hydroxyethyl Imidazoline,,
12919,다이메틸라우로일라이신,Dimethyl Lauroyl Lysine,,
12920,다이메틸말리에이트,Dimethyl Maleate,,
12921,다이메틸옥살레이트,Dimethyl Oxalate,,
12922,다이메틸파바에틸세테아릴다이모늄토실레이트,Dimethyl PABA Ethyl Cetearyldimonium Tosylate,,
12923,다이메틸아미노메틸프로판올,Dimethylamino Methylpropanol,,
12924,다이메틸이미다졸리디논옥수수전분,Dimethylimidazolidinone Corn Starch,다이메틸이미다졸리다이논옥수수전분,
12925,다이메틸옥타하이드로-2-나프트알데하이드,Dimethyloctahydro-2-Naphthaldehyde,,
12926,다이미리스틸티오다이프로피오네이트,Dimyristyl Thiodipropionate,,
12927,다이노녹시놀-9시트레이트,Dinonoxynol-9 Citrate,,
12928,다이노닐페놀,Dinonyl Phenol,,
12929,다이옥타데카닐다이데실테트라데카노에이트,Dioctadecanyl Didecyltetradecanoate,,
12930,다이옥틸도데실세바케이트,Dioctyldodecyl Sebacate,,
12931,다이올레오일에데톨모늄메토설페이트,Dioleoyl Edetolmonium Methosulfate,,
12932,다이올레오일아미도에틸하이드록시에틸모늄메토설페이트,Dioleoylamidoethyl Hydroxyethylmonium Methosulfate,,
12933,다이올레오일아이소프로필다이모늄메토설페이트,Dioleoylisopropyl Dimonium Methosulfate,,
12934,다이올레스-8포스페이트,Dioleth-8 Phosphate,,
12935,다이팔미토일글루타티온,Dipalmitoyl Glutathione,,
12936,메틸사이클로펜타데세논,Methylcyclopentadecenone,,
12937,메틸에이코사미도프로필에틸다이모늄에토설페이트,Methyleicosamidopropyl Ethyldimonium Ethosulfate,,
12938,메틸렌비스탈로우아세타미도다이모늄클로라이드,Methylenebis Tallow Acetamidodimonium Chloride,,
12939,메틸글루코오스다이올리에이트/하이드록시스테아레이트,Methylglucose Dioleate/Hydroxystearate,,
12940,메틸실란올아세틸메티오네이트,Methylsilanol Acetylmethionate,,
12941,메틸실란올카복시메틸테오필린,Methylsilanol Carboxymethyl Theophylline,,
12942,메틸실란올글리시리지네이트,Methylsilanol Glycyrrhizinate,,
12943,메틸실란올피씨에이,Methylsilanol PCA,,
12944,메틸실란올스피룰리네이트,Methylsilanol Spirulinate,,
12946,미코나졸나이트레이트,Miconazole Nitrate,,
12947,우유발효물,Milk Ferment,,
12948,밍크아마이드디이에이,Minkamide DEA,,
12949,밍크아미도프로팔코늄클로라이드,Minkamidopropalkonium Chloride,,
12950,밍크아미도프로필베타인,Minkamidopropyl Betaine,,
12951,밍크아미도프로필에틸다이모늄에토설페이트,Minkamidopropyl Ethyldimonium Ethosulfate,,
12952,밍크아미도프로필아민옥사이드,Minkamidopropylamine Oxide,,
