"goods_no","product_name","brand_name","ml_표시용량","ml_추정총용량","용량_단위","price_regular","price_sale","price_per_10ml","ingredient","공통_ingredient","차별화_ingredient"
"A000000016751","라끄베르 옴므 리차지 애프터쉐이브 185ml","라끄베르","185.0","185.0","ml","","16000","864.9","정제수, 변성알코올, 부틸렌글라이콜, 피이지-40하이드로제네이티드캐스터오일, 1,2-헥산다이올, 메틸파라벤, 옥틸도데세스-16, 베타인, 소듐시트레이트, 트라이소듐이디티에이, 시트릭애씨드, 소듐폴리아크릴레이트, 마카뿌리추출물, 판테놀, 솔비톨, 조류추출물, 보검선인장추출물, 페녹시에탄올, 포타슘솔베이트, 향료, 리날룰, 리모넨, 벤질벤조에이트, 알파-아이소메틸아이오논","","[24-1] 정제수, [24-2] 변성알코올, [24-3] 부틸렌글라이콜, [24-4] 피이지-40하이드로제네이티드캐스터오일, [24-5] 1,2-헥산다이올, [24-6] 메틸파라벤, [24-7] 옥틸도데세스-16, [24-8] 베타인, [24-9] 소듐시트레이트, [24-10] 트라이소듐이디티에이, [24-11] 시트릭애씨드, [24-12] 소듐폴리아크릴레이트, [24-13] 마카뿌리추출물, [24-14] 판테놀, [24-15] 솔비톨, [24-16] 조류추출물, [24-17] 보검선인장추출물, [24-18] 페녹시에탄올, [24-19] 포타슘솔베이트, [24-20] 향료, [24-21] 리날룰, [24-22] 리모넨, [24-23] 벤질벤조에이트, [24-24] 알파-아이소메틸아이오논"
"A000000185156","라끄베르 옴므 리차지 시카 애프터쉐이브 185ml","라끄베르","185.0","185.0","ml","","16000","864.9","정제수 ,변성알코올 ,다이프로필렌글라이콜 ,글리세린 ,나이아신아마이드 ,1,2-헥산다이올 ,피이지-40하이드로제네이티드캐스터오일 ,메틸글루세스-20 ,판테놀(5000ppm) ,부틸렌글라이콜 ,마카뿌리추출물 ,아데노신 ,트로메타민 ,트라이소듐이디티에이 ,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머 ,병풀잎추출물(100 ppm) ,소듐하이알루로네이트 ,잔탄검 ,솔비톨 ,다이포타슘글리시리제이트(10 ppm) ,귤껍질추출물 ,조류추출물 ,페녹시에탄올 ,포타슘솔베이트 ,향료 ,리날룰 ,리모넨 ,벤질벤조에이트 ,알파-아이소메틸아이오논","","[29-1] 정제수, [29-2] 변성알코올, [29-3] 다이프로필렌글라이콜, [29-4] 글리세린, [29-5] 나이아신아마이드, [29-6] 1,2-헥산다이올, [29-7] 피이지-40하이드로제네이티드캐스터오일, [29-8] 메틸글루세스-20, [29-9] 판테놀(5000ppm), [29-10] 부틸렌글라이콜, [29-11] 마카뿌리추출물, [29-12] 아데노신, [29-13] 트로메타민, [29-14] 트라이소듐이디티에이, [29-15] 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, [29-16] 병풀잎추출물(100 ppm), [29-17] 소듐하이알루로네이트, [29-18] 잔탄검, [29-19] 솔비톨, [29-20] 다이포타슘글리시리제이트(10 ppm), [29-21] 귤껍질추출물, [29-22] 조류추출물, [29-23] 페녹시에탄올, [29-24] 포타슘솔베이트, [29-25] 향료, [29-26] 리날룰, [29-27] 리모넨, [29-28] 벤질벤조에이트, [29-29] 알파-아이소메틸아이오논"
"A000000161036","레이지소사이어티 시카 애프터쉐이브 토너 스프레이 120ml","레이지소사이어티","120.0","120.0","ml","","14900","1241.7","정제수, 에탄올, 프로판다이올, 1,2-헥산다이올, 멘톨, 병풀추출물(1,000ppm), 부틸렌글라이콜, 호호바씨오일, 세틸에틸헥사노에이트, 콘민트오일, 로즈마리잎오일, 유칼립투스잎오일, 클로페네신, 에틸헥실글리세린, 리모넨","","[16-1] 정제수, [16-2] 에탄올, [16-3] 프로판다이올, [16-4] 1,2-헥산다이올, [16-5] 멘톨, [16-6] 병풀추출물(1, [16-7] 000ppm), [16-8] 부틸렌글라이콜, [16-9] 호호바씨오일, [16-10] 세틸에틸헥사노에이트, [16-11] 콘민트오일, [16-12] 로즈마리잎오일, [16-13] 유칼립투스잎오일, [16-14] 클로페네신, [16-15] 에틸헥실글리세린, [16-16] 리모넨"
"A000000115384","[응급진정/유수분케어]로벡틴 시카케어 밸런싱 토너 260ml","로벡틴","260.0","260.0","ml","25000.0","13750","528.8","정제수, 다이프로필렌글라이콜, 글리세린, 메틸프로판다이올, 프로판다이올, 1,2-헥산다이올, C12-14파레스-12, 판테놀, 마데카소사이드, 병풀추출물, 서양송악잎/ 줄기추출물, 사과추출물, 커먼자스민꽃수, 들깨잎추출물, 쑥국화추출물, 글라이신, 세린, 글루타믹애씨드, 아스파틱애씨드, 류신, 알라닌, 라이신, 알지닌, 타이로신, 페닐알라닌, 프롤린, 트레오닌, 발린, 아이소류신, 히스티딘, 시스테인, 메티오닌, 다이소듐이디티에이, 비터아몬드커넬오일, 바닐라열매추출물, 부틸렌글라이콜","","[36-1] 정제수, [36-2] 다이프로필렌글라이콜, [36-3] 글리세린, [36-4] 메틸프로판다이올, [36-5] 프로판다이올, [36-6] 1,2-헥산다이올, [36-7] C12-14파레스-12, [36-8] 판테놀, [36-9] 마데카소사이드, [36-10] 병풀추출물, [36-11] 서양송악잎/ 줄기추출물, [36-12] 사과추출물, [36-13] 커먼자스민꽃수, [36-14] 들깨잎추출물, [36-15] 쑥국화추출물, [36-16] 글라이신, [36-17] 세린, [36-18] 글루타믹애씨드, [36-19] 아스파틱애씨드, [36-20] 류신, [36-21] 알라닌, [36-22] 라이신, [36-23] 알지닌, [36-24] 타이로신, [36-25] 페닐알라닌, [36-26] 프롤린, [36-27] 트레오닌, [36-28] 발린, [36-29] 아이소류신, [36-30] 히스티딘, [36-31] 시스테인, [36-32] 메티오닌, [36-33] 다이소듐이디티에이, [36-34] 비터아몬드커넬오일, [36-35] 바닐라열매추출물, [36-36] 부틸렌글라이콜"
"A000000158322","[톤/결개선] 원씽 나이아신아마이드 10% 토너 150ml","원씽","150.0","150.0","ml","14900.0","13400","893.3","나이아신아마이드, 부틸렌글라이콜, 1,2-헥산다이올, 에틸헥실글리세린, 정제수","","[5-1] 나이아신아마이드, [5-2] 부틸렌글라이콜, [5-3] 1,2-헥산다이올, [5-4] 에틸헥실글리세린, [5-5] 정제수"
"A000000222697","[수분유산균/대용량] 스튜디오17 워터부스트 히알루론 수분토너 300ml","스튜디오17","300.0","300.0","ml","","12500","416.7","정제수, 1,2-헥산다이올, 다이프로필렌글라이콜, 글리세린, 베타인, 프로판다이올, 판테놀, 부틸렌글라이콜, 에틸헥실글리세린, 하이드록시에틸셀룰로오스, 자일리틸글루코사이드, 알지닌, 카보머, 안하이드로자일리톨, 다이소듐이디티에이, 자일리톨, 글루코오스, 검은귀리추출물, 레시틴, 락토바실러스발효용해물, 소듐하이알루로네 이트(110,000 ppb), 포타슘솔베이트, 잔탄검, 베타-글루칸, 다이소듐포 스페이트, 폴리솔베이트60, 약모밀추출물, 하이드록시프로필트라이모 늄하이알루로네이트(1,000 ppb), 시트릭애씨드, 소듐포스페이트, 하이 드롤라이즈드하이알루로닉애씨드(100 ppb), 소듐아세틸레이티드하이 알루로네이트(100 ppb), 하이알루로닉애씨드(25 ppb), 소듐하이알루 로네이트크로스폴리머(10 ppb), 포타슘하이알루로네이트(2 ppb)","","[37-1] 정제수, [37-2] 1,2-헥산다이올, [37-3] 다이프로필렌글라이콜, [37-4] 글리세린, [37-5] 베타인, [37-6] 프로판다이올, [37-7] 판테놀, [37-8] 부틸렌글라이콜, [37-9] 에틸헥실글리세린, [37-10] 하이드록시에틸셀룰로오스, [37-11] 자일리틸글루코사이드, [37-12] 알지닌, [37-13] 카보머, [37-14] 안하이드로자일리톨, [37-15] 다이소듐이디티에이, [37-16] 자일리톨, [37-17] 글루코오스, [37-18] 검은귀리추출물, [37-19] 레시틴, [37-20] 락토바실러스발효용해물, [37-21] 소듐하이알루로네 이트(110, [37-22] 000 ppb), [37-23] 포타슘솔베이트, [37-24] 잔탄검, [37-25] 베타-글루칸, [37-26] 다이소듐포 스페이트, [37-27] 폴리솔베이트60, [37-28] 약모밀추출물, [37-29] 하이드록시프로필트라이모 늄하이알루로네이트(1, [37-30] 000 ppb), [37-31] 시트릭애씨드, [37-32] 소듐포스페이트, [37-33] 하이 드롤라이즈드하이알루로닉애씨드(100 ppb), [37-34] 소듐아세틸레이티드하이 알루로네이트(100 ppb), [37-35] 하이알루로닉애씨드(25 ppb), [37-36] 소듐하이알루 로네이트크로스폴리머(10 ppb), [37-37] 포타슘하이알루로네이트(2 ppb)"
"A000000214992","[1등토너/리필] 라운드랩 1025 독도 토너 200ml 리필팩","라운드랩","200.0","200.0","ml","11900.0","10900","545.0","정제수, 부틸렌글라이콜, 글리세린, 펜틸렌글라이콜, 프로판다이올, 아이리쉬모스추출물, 사탕수수추출물, 해수, 1,2-헥산다이올, 프로테아제, 베타인, 판테놀, 에틸헥실글리세린, 알란토인, 잔탄검, 다이소듐이디티에이","","[16-1] 정제수, [16-2] 부틸렌글라이콜, [16-3] 글리세린, [16-4] 펜틸렌글라이콜, [16-5] 프로판다이올, [16-6] 아이리쉬모스추출물, [16-7] 사탕수수추출물, [16-8] 해수, [16-9] 1,2-헥산다이올, [16-10] 프로테아제, [16-11] 베타인, [16-12] 판테놀, [16-13] 에틸헥실글리세린, [16-14] 알란토인, [16-15] 잔탄검, [16-16] 다이소듐이디티에이"
"A000000150815","[기름종이토너] 아크네스 세범 밸런싱 스킨 200ml","아크네스","200.0","200.0","ml","16500.0","9900","495.0","세범 밸런싱 스킨 2.0(본품):  정제수*, 메틸프로판다이올, 1,2-헥산다이올*, 부틸렌글라이콜*, 글리세레스-26, 실리카, 판테놀, 칼라민, 다이소듐이디티에이*, 시트릭애씨드, 소듐하이알루로네이트, 레시틴, 글리세린*, 프로판다이올, 소듐하이알루로네이트크로스폴리머, 스쿠알란*, 퀸즈랜드넛오일*, 티트리잎추출물, 펜틸렌글라이콜, 병풀추출물, 알루미늄수크로오스옥타설페이트*, 유채스테롤*, 콜레스테롤*, 폴리글리세릴-10올리에이트*, 피토스테릴/베헤닐/옥틸도데실라우로일글루타메이트*, 하이드롤라이즈드글라이코사미노글리칸, 소듐서팩틴*, 셀룰로오스*, 약모밀추출물, 벤질글라이콜, 하이드로제네이티드레시틴*, 하이드롤라이즈드하이알루로닉애씨드, 소듐하이드록사이드, 토코페롤, 에틸헥실글리세린, 징크옥사이드*, 하이알루로닉애씨드, 라즈베리케톤","","[38-1] 정제수*, [38-2] 메틸프로판다이올, [38-3] 1,2-헥산다이올*, [38-4] 부틸렌글라이콜*, [38-5] 글리세레스-26, [38-6] 실리카, [38-7] 판테놀, [38-8] 칼라민, [38-9] 다이소듐이디티에이*, [38-10] 시트릭애씨드, [38-11] 소듐하이알루로네이트, [38-12] 레시틴, [38-13] 글리세린*, [38-14] 프로판다이올, [38-15] 소듐하이알루로네이트크로스폴리머, [38-16] 스쿠알란*, [38-17] 퀸즈랜드넛오일*, [38-18] 티트리잎추출물, [38-19] 펜틸렌글라이콜, [38-20] 병풀추출물, [38-21] 알루미늄수크로오스옥타설페이트*, [38-22] 유채스테롤*, [38-23] 콜레스테롤*, [38-24] 폴리글리세릴-10올리에이트*, [38-25] 피토스테릴/베헤닐/옥틸도데실라우로일글루타메이트*, [38-26] 하이드롤라이즈드글라이코사미노글리칸, [38-27] 소듐서팩틴*, [38-28] 셀룰로오스*, [38-29] 약모밀추출물, [38-30] 벤질글라이콜, [38-31] 하이드로제네이티드레시틴*, [38-32] 하이드롤라이즈드하이알루로닉애씨드, [38-33] 소듐하이드록사이드, [38-34] 토코페롤, [38-35] 에틸헥실글리세린, [38-36] 징크옥사이드*, [38-37] 하이알루로닉애씨드, [38-38] 라즈베리케톤"
"A000000121269","싸이닉 더 심플 카밍 토너 145ml","싸이닉","145.0","145.0","ml","18000.0","7900","544.8","정제수, 글리세린, 프로판다이올, 1,2-헥산다이올, 글리세레스-26, 펜틸렌글라이콜, 알바수련꽃추출물, 알로에베라잎즙, 부틸렌글라이콜, 마데카소사이드, 소듐하이알루로네이트, 다이소듐이디티에이, 에칠헥실글리세린","","[13-1] 정제수, [13-2] 글리세린, [13-3] 프로판다이올, [13-4] 1,2-헥산다이올, [13-5] 글리세레스-26, [13-6] 펜틸렌글라이콜, [13-7] 알바수련꽃추출물, [13-8] 알로에베라잎즙, [13-9] 부틸렌글라이콜, [13-10] 마데카소사이드, [13-11] 소듐하이알루로네이트, [13-12] 다이소듐이디티에이, [13-13] 에칠헥실글리세린"
"A000000011084","엠도씨 릴리프 토닉 위드 애프터셰이브 150ml","엠도씨","150.0","150.0","ml","20000.0","17000","1133.3","정제수,사이클로펜타실록세인,글리세린,네오펜틸글라이콜다이헵타노에이트,메틸프로판다이올,하이드로제네이티드폴리(C6-14올레핀),쇠비름추출물,병풀추출물,무화과추출물,불등가사리추출물,칡뿌리추출물,스페인감초뿌리추출물,작약뿌리추출물,천궁뿌리추출물,녹차추출물,캐모마일꽃추출물,포도씨추출물,당느릅나무뿌리추출물,줄맨드라미씨추출물,블랙윌로우나무껍질추출물,알로에베라잎즙,수용성콜라겐,하이드로제네이티드레시틴,소듐하이알루로네이트,소듐폴리아크릴레이트,세틸알코올,베타인,부틸렌글라이콜,다이포타슘글리시리제이트,알란토인,아데노신,다이소듐이디티에이,잔탄검,세라마이드엔피,피피지-26-부테스-26,피이지-40하이드로제네이티드캐스터오일,향료,1,2-헥산다이올,페녹시에탄올,에틸헥실글리세린,아밀신남알,쿠마린,제라니올,부틸페닐메틸프로피오날,리날룰,시트로넬올,헥실신남알,리모넨,알파-아이소메틸아이오논","","[49-1] 정제수, [49-2] 사이클로펜타실록세인, [49-3] 글리세린, [49-4] 네오펜틸글라이콜다이헵타노에이트, [49-5] 메틸프로판다이올, [49-6] 하이드로제네이티드폴리(C6-14올레핀), [49-7] 쇠비름추출물, [49-8] 병풀추출물, [49-9] 무화과추출물, [49-10] 불등가사리추출물, [49-11] 칡뿌리추출물, [49-12] 스페인감초뿌리추출물, [49-13] 작약뿌리추출물, [49-14] 천궁뿌리추출물, [49-15] 녹차추출물, [49-16] 캐모마일꽃추출물, [49-17] 포도씨추출물, [49-18] 당느릅나무뿌리추출물, [49-19] 줄맨드라미씨추출물, [49-20] 블랙윌로우나무껍질추출물, [49-21] 알로에베라잎즙, [49-22] 수용성콜라겐, [49-23] 하이드로제네이티드레시틴, [49-24] 소듐하이알루로네이트, [49-25] 소듐폴리아크릴레이트, [49-26] 세틸알코올, [49-27] 베타인, [49-28] 부틸렌글라이콜, [49-29] 다이포타슘글리시리제이트, [49-30] 알란토인, [49-31] 아데노신, [49-32] 다이소듐이디티에이, [49-33] 잔탄검, [49-34] 세라마이드엔피, [49-35] 피피지-26-부테스-26, [49-36] 피이지-40하이드로제네이티드캐스터오일, [49-37] 향료, [49-38] 1,2-헥산다이올, [49-39] 페녹시에탄올, [49-40] 에틸헥실글리세린, [49-41] 아밀신남알, [49-42] 쿠마린, [49-43] 제라니올, [49-44] 부틸페닐메틸프로피오날, [49-45] 리날룰, [49-46] 시트로넬올, [49-47] 헥실신남알, [49-48] 리모넨, [49-49] 알파-아이소메틸아이오논"
"A000000011085","엠도씨 세붐 스트라이크 토너 150ml","엠도씨","150.0","150.0","ml","18000.0","15300","1020.0","정제수,에탄올,메틸프로판다이올,글리세린,알로에베라잎즙,베타인,병풀추출물,무화과추출물,녹차추출물,라임추출물,참당귀추출물,당근추출물,들깨잎추출물,보리지추출물,사탕무뿌리추출물,캐모마일꽃추출물,포트마리골드꽃추출물,당느릅나무뿌리추출물,줄맨드라미씨추출물,레몬밤꽃/잎/줄기수,버지니아풍년화꽃수,하이드로제네이티드레시틴,징크옥사이드,카올린,폴리메틸메타크릴레이트,알루미늄클로로하이드레이트,C12-14파레스-12,마이크로크리스탈린셀룰로오스,시트릭애씨드,부틸렌글라이콜,다이포타슘글리시리제이트,소듐시트레이트,실리카,살리실릭애씨드,세라마이드엔피,피이지-40하이드로제네이티드캐스터오일,향료,1,2-헥산다이올,페녹시에탄올,에틸헥실글리세린,리날룰,리모넨","","[42-1] 정제수, [42-2] 에탄올, [42-3] 메틸프로판다이올, [42-4] 글리세린, [42-5] 알로에베라잎즙, [42-6] 베타인, [42-7] 병풀추출물, [42-8] 무화과추출물, [42-9] 녹차추출물, [42-10] 라임추출물, [42-11] 참당귀추출물, [42-12] 당근추출물, [42-13] 들깨잎추출물, [42-14] 보리지추출물, [42-15] 사탕무뿌리추출물, [42-16] 캐모마일꽃추출물, [42-17] 포트마리골드꽃추출물, [42-18] 당느릅나무뿌리추출물, [42-19] 줄맨드라미씨추출물, [42-20] 레몬밤꽃/잎/줄기수, [42-21] 버지니아풍년화꽃수, [42-22] 하이드로제네이티드레시틴, [42-23] 징크옥사이드, [42-24] 카올린, [42-25] 폴리메틸메타크릴레이트, [42-26] 알루미늄클로로하이드레이트, [42-27] C12-14파레스-12, [42-28] 마이크로크리스탈린셀룰로오스, [42-29] 시트릭애씨드, [42-30] 부틸렌글라이콜, [42-31] 다이포타슘글리시리제이트, [42-32] 소듐시트레이트, [42-33] 실리카, [42-34] 살리실릭애씨드, [42-35] 세라마이드엔피, [42-36] 피이지-40하이드로제네이티드캐스터오일, [42-37] 향료, [42-38] 1,2-헥산다이올, [42-39] 페녹시에탄올, [42-40] 에틸헥실글리세린, [42-41] 리날룰, [42-42] 리모넨"
